title,genres
"Peacekeeper, The",Action
Did You Hear About the Morgans?,Comedy
Snow White,Fantasy
Alice,Action
Avatar,Action
It's Complicated,Comedy
Sherlock Holmes,Action
Crazy Heart,Drama
Alvin and the Chipmunks: The Squeakquel,Animation
American Pie Presents: The Book of Love (American Pie 7: The Book of Love),Comedy
Sorority Babes in the Slimeball Bowl-O-Rama,Comedy
Pontypool,Horror
Youth in Revolt,Comedy
Daybreakers,Action
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale),Drama
Leap Year,Comedy
"Book of Eli, The",Action
"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes)",Action
"Prophet, A (Un Prophète)",Crime
Staten Island,Crime
"Maiden Heist, The",Comedy
Blood: The Last Vampire,Action
MacGyver: Lost Treasure of Atlantis,Action
Pekka ja Pätkä Suezilla,Comedy
Bart Got a Room,Comedy
Project A 2 ('A' gai wak juk jap),Action
Robin-B-Hood (Bo bui gai wak),Action
"Concert, Le",Comedy
Ninja,Action
Asterix at the Olympic Games (Astérix aux jeux olympiques),Adventure
"Chaser, The (Chugyeogja)",Crime
Meantime,Comedy
"Rudolph, the Red-Nosed Reindeer",Adventure
"Dennis the Menace Christmas, A",Comedy
Undisputed II: Last Man Standing,Action
3 Idiots,Comedy
Legion,Action
Stan Helsing,Comedy
Peter Pan,Children
Wicked City (Yôjû toshi),Animation
When in Rome,Comedy
"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El)",Documentary
Triangle,Drama
I Love You Phillip Morris,Comedy
Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea),Children
Temple Grandin,Drama
"Captain Newman, M.D.",Comedy
"House of the Devil, The",Horror
Valentine's Day,Comedy
"Wolfman, The",Horror
Shutter Island,Drama
Persuasion,Drama
"Girl Who Played with Fire, The (Flickan som lekte med elden)",Action
Percy Jackson & the Olympians: The Lightning Thief,Adventure
Cop Out,Action
"Ghost Writer, The",Drama
"Secret of Kells, The",Animation
"Spy Next Door, The",Action
Agora,Adventure
Motherhood,Comedy
District 13: Ultimatum (Banlieue 13 - Ultimatum),Action
"Yes Men Fix the World, The",Documentary
Mike Bassett: England Manager,Comedy
"Crazies, The",Action
Dear John,Drama
Last Train Home,Documentary
Tooth Fairy,Comedy
Gentlemen of Fortune (Dzhentlmeny udachi),Comedy
[REC]²,Horror
"Room, The",Comedy
Alice in Wonderland,Adventure
"Town Called Panic, A (Panique au village)",Animation
Green Zone,Action
From Paris with Love,Action
Dorian Gray,Drama
Greenberg,Comedy
She's Out of My League,Comedy
Harry Brown,Crime
Remember Me,Drama
"Burrowers, The",Horror
Frozen,Drama
Generation X,Action
Little Ashes,Drama
Our Family Wedding,Comedy
"Bounty Hunter, The",Action
Leaves of Grass,Comedy
Women in Trouble,Comedy
Mondo Cane,Documentary
Repo Men,Action
Case 39,Horror
Oceans (Océans),Documentary
"Slammin' Salmon, The",Comedy
Hot Tub Time Machine,Comedy
Mother (Madeo),Crime
How to Train Your Dragon,Adventure
"Bone Man, The (Der Knochenmann)",Crime
Micmacs (Micmacs à tire-larigot),Comedy
Clash of the Titans,Action
Kick-Ass,Action
Date Night,Action
"Emperor's New Groove 2: Kronk's New Groove, The",Animation
Steam of Life (Miesten vuoro),Documentary
Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón),Action
American Drug War: The Last White Hope,Crime
"Runaways, The",Drama
Wild China,Documentary
Death at a Funeral,Comedy
Valhalla Rising,Action
Diary of a Wimpy Kid,Children
"Union: The Business Behind Getting High, The",Comedy
Disgrace,Drama
"Losers, The",Action
"Last Song, The",Drama
Cyrus,Comedy
"Human Centipede, The (First Sequence)",Horror
Exit Through the Gift Shop,Comedy
Iron Man 2,Action
MacGruber,Action
Three Men and a Cradle (3 hommes et un couffin),Comedy
"Sky Crawlers, The (Sukai kurora)",Adventure
Cargo,Sci-Fi
"Nightmare on Elm Street, A",Fantasy
Four Lions,Comedy
St Trinian's 2: The Legend of Fritton's Gold,Adventure
12 Angry Men,Crime
Robin Hood,Action
Lovers & Leavers (Kuutamolla),Drama
Merantau,Action
Stingray Sam,Comedy
Cemetery Junction,Comedy
Blue Valentine,Drama
Killers,Action
Buried,Mystery
Shake Hands with the Devil,Drama
Prince of Persia: The Sands of Time,Action
Please Give,Comedy
Baarìa,Comedy
Ricky Gervais Live: Animals,Comedy
Sex and the City 2,Comedy
Get Him to the Greek,Comedy
Unthinkable,Drama
"Back-up Plan, The",Comedy
Splice,Horror
Letters to Juliet,Drama
Exam,Mystery
Jonah Hex,Action
"A-Team, The",Action
Toy Story 3,Adventure
Ricky Gervais Live 3: Fame,Comedy
Winter's Bone,Drama
"Scalphunters, The",Comedy
Barking Dogs Never Bite (Flandersui gae),Comedy
Shrek Forever After (a.k.a. Shrek: The Final Chapter),Adventure
TiMER,Comedy
Best Worst Movie,Documentary
"Twilight Saga: Eclipse, The",Fantasy
Enter the Void,Drama
"Last Airbender, The",Action
Endgame,Drama
Empire of Dreams: The Story of the 'Star Wars' Trilogy,Documentary
South Park: Imaginationland,Animation
Predators,Action
When You're Strange,Documentary
Despicable Me,Animation
Inception,Action
Grown Ups,Comedy
"Sorcerer's Apprentice, The",Action
Knight and Day,Action
"Karate Kid, The",Action
"Kids Are All Right, The",Comedy
"Serbian Film, A (Srpski film)",Horror
Cherrybomb,Drama
Batman: Under the Red Hood,Action
Salt,Action
"No. 1 Ladies' Detective Agency, The",Comedy
Watch Out for the Automobile (Beregis avtomobilya),Comedy
Mr. Nobody,Drama
Dinner for Schmucks,Comedy
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka),Crime
Hellsinki (Rööperi),Crime
Ip Man 2,Action
Ramona and Beezus,Children
"Rebound, The",Comedy
"Other Guys, The",Action
"Two Escobars, The",Crime
Paper Man,Comedy
"Expendables, The",Action
Scott Pilgrim vs. the World,Action
I Killed My Mother (J'ai tué ma mère),Drama
Heartless,Fantasy
Piranha (Piranha 3D),Action
"Extraordinary Adventures of Adèle Blanc-Sec, The",Action
Get Low,Comedy
"Joneses, The",Comedy
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese),Action
"Last Exorcism, The",Horror
Sisters (Syostry),Action
"American, The",Drama
Jackass 2.5,Comedy
"Horde, The (La Horde)",Action
"Switch, The",Comedy
Machete,Action
Going the Distance,Comedy
Resident Evil: Afterlife,Action
Princess (Prinsessa),Drama
"Social Network, The",Drama
"Man Vanishes, A (Ningen Johatsu)",Documentary
"Town, The",Crime
Easy A,Comedy
Eat Pray Love,Drama
Howl,Drama
I'm Still Here,Comedy
"Patrik Age 1.5 (Patrik 1,5)",Comedy
Flipped,Comedy
Wall Street: Money Never Sleeps,Drama
Legend of the Guardians: The Owls of Ga'Hoole,Adventure
It's Kind of a Funny Story,Comedy
Middle Men,Comedy
Alice in Wonderland,Adventure
Let Me In,Drama
Sintel,Animation
Secretariat,Adventure
Devil,Horror
You Again,Comedy
Life as We Know It,Comedy
Catfish,Documentary
You Will Meet a Tall Dark Stranger,Comedy
Stone,Drama
Inside Job,Documentary
Monsters,Drama
Never Let Me Go,Drama
"Illusionist, The (L'illusionniste)",Animation
Luck by Chance,Drama
Rubber,Action
Jackass 3D,Action
Restrepo,Documentary
Waiting for 'Superman',Documentary
Red,Action
In a Better World (Hævnen),Drama
Heartbreaker (L'Arnacoeur),Comedy
Paranormal Activity 2,Horror
Heartbeats (Les amours imaginaires),Drama
Hereafter,Drama
Undisputed III: Redemption,Action
Saw VII 3D - The Final Chapter,Horror
Due Date,Comedy
127 Hours,Adventure
Megamind,Action
Black Swan,Drama
I Shot Jesse James,Drama
Unstoppable,Action
Morning Glory,Comedy
Certified Copy (Copie conforme),Drama
"Next Three Days, The",Crime
Somewhere,Drama
Biutiful,Drama
"First Beautiful Thing, The (La prima cosa bella)",Comedy
Harry Potter and the Deathly Hallows: Part 1,Action
"King's Speech, The",Drama
Tangled,Animation
"Art of the Steal, The",Documentary
"Fighter, The",Drama
"Romantics, The",Comedy
"Loved Ones, The",Horror
Casino Jack,Comedy
Vincent Wants to Sea (Vincent will meer),Drama
London Boulevard,Crime
Skyline,Sci-Fi
Beastly,Drama
Love and Other Drugs,Comedy
"Chronicles of Narnia: The Voyage of the Dawn Treader, The",Adventure
"Tourist, The",Drama
Rare Exports: A Christmas Tale (Rare Exports),Action
Hatchet II,Comedy
All Good Things,Drama
True Grit,Western
Tron: Legacy,Action
How Do You Know,Comedy
Barney's Version,Drama
"Company Men, The",Drama
"One-Armed Swordsman, The (Dubei dao)",Action
I Saw the Devil (Akmareul boatda),Crime
Trash Humpers,Drama
Faster,Action
Little Big Soldier (Da bing xiao jiang),Action
Rabbit Hole,Drama
One Week,Comedy
Little Fockers,Comedy
Gulliver's Travels,Adventure
Sweetgrass,Adventure
Burlesque,Drama
"Secret World of Arrietty, The (Kari-gurashi no Arietti)",Animation
Tucker & Dale vs Evil,Comedy
Yogi Bear,Children
Made in Dagenham,Comedy
"Green Hornet, The",Action
"Way Back, The",Drama
"Warrior's Way, The",Action
Season of the Witch,Adventure
Amer,Drama
Cowboys & Aliens,Action
Anything for Her (Pour elle),Crime
Day & Night,Animation
Marwencol,Documentary
"Dilemma, The",Comedy
Down Argentine Way,Comedy
"Trip, The",Comedy
Limitless,Sci-Fi
Happy People: A Year in the Taiga,Documentary
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha),Action
I Spit on Your Grave,Crime
Even the Rain (También la lluvia),Drama
It Happened on Fifth Avenue,Comedy
Zeitgeist: Moving Forward,Documentary
No Strings Attached,Comedy
"Lincoln Lawyer, The",Crime
All-Star Superman,Action
Girls About Town,Comedy
Kill! (Kiru),Action
Pekka ja Pätkä salapoliiseina,Comedy
Unknown,Drama
Cedar Rapids,Comedy
Gnomeo & Juliet,Adventure
Burke and Hare,Comedy
Castaway on the Moon (Kimssi pyoryugi),Comedy
Paul,Adventure
"Asphyx, The",Horror
Brother 2 (Brat 2),Crime
Emma,Comedy
Drive Angry,Action
Rango,Action
Take Me Home Tonight,Comedy
Confessions (Kokuhaku),Drama
"Adjustment Bureau, The",Romance
"Mechanic, The",Action
Hall Pass,Comedy
"Eagle, The",Adventure
I Am Number Four,Action
Battle: Los Angeles,Action
Summer Wars (Samâ wôzu),Adventure
"Sunset Limited, The",Drama
Winnie the Pooh and the Honey Tree,Animation
Mars Needs Moms,Action
Scooby-Doo! Curse of the Lake Monster,Adventure
Winnie the Pooh and Tigger Too,Animation
Hard Ticket to Hawaii,Action
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro),Action
Mesrine: Public Enemy #1 (L'ennemi public n°1),Action
Just Go with It,Comedy
Cave of Forgotten Dreams,Documentary
Red Riding Hood,Fantasy
"Big Mommas: Like Father, Like Son",Comedy
Super,Action
"Troll Hunter, The (Trolljegeren)",Fantasy
Source Code,Action
Jane Eyre,Drama
Sucker Punch,Action
Chalet Girl,Comedy
BURN-E,Adventure
Senna,Documentary
Family Guy Presents: It's a Trap,Animation
Insidious,Fantasy
Hobo with a Shotgun,Action
Win Win,Comedy
Room in Rome (Habitación en Roma),Drama
Boy,Comedy
Diary of a Wimpy Kid: Rodrick Rules,Comedy
Henry's Crime,Comedy
Hop,Animation
Playing the Victim (Izobrazhaya zhertvu),Comedy
Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad),Horror
13 Assassins (Jûsan-nin no shikaku),Action
Hanna,Action
Connections,Documentary
Into Eternity,Documentary
Daffy Duck's Quackbusters,Animation
American: The Bill Hicks Story,Comedy
Arthur,Comedy
Scream 4,Comedy
Rio,Adventure
Melancholia,Drama
Thor,Action
Louis C.K.: Hilarious,Comedy
Louis C.K.: Chewed Up,Comedy
Atlas Shrugged: Part 1,Drama
Louis C.K.: Shameless,Comedy
Mildred Pierce,Drama
Voices from the List,Documentary
Water for Elephants,Drama
African Cats,Adventure
Kill the Irishman,Action
"Fast Five (Fast and the Furious 5, The)",Action
Louis Theroux: Law & Disorder,Documentary
Idiots and Angels,Animation
Incendies,Drama
Soul Surfer,Action
Something Borrowed,Comedy
Bridesmaids,Comedy
Priest,Action
Mothra (Mosura),Adventure
Pirates of the Caribbean: On Stranger Tides,Action
Midnight in Paris,Comedy
The Man from Nowhere,Action
"Tree of Life, The",Drama
"Hangover Part II, The",Comedy
Nothing to Declare (Rien à déclarer),Comedy
Across the Hall,Thriller
"Roommate, The",Drama
Attack the Block,Action
The Way,Adventure
Let the Bullets Fly,Action
Kung Fu Panda 2,Action
X-Men: First Class,Action
Submarine,Comedy
American Grindhouse,Documentary
Everything Must Go,Comedy
Beginners,Drama
Super 8,Mystery
Bernie,Comedy
Green Lantern,Action
Elektra Luxx,Comedy
Mr. Popper's Penguins,Comedy
Bad Teacher,Comedy
Transformers: Dark of the Moon,Action
Larry Crowne,Comedy
Your Highness,Action
Too Big to Fail,Drama
Takers,Action
My Life as McDull (Mak dau goo si),Animation
Zookeeper,Comedy
Horrible Bosses,Comedy
Cars 2,Adventure
Between the Folds,Documentary
Delhi Belly,Comedy
Upside Down: The Creation Records Story,Documentary
Monte Carlo,Adventure
Harry Potter and the Deathly Hallows: Part 2,Action
Drive,Crime
Captain America: The First Avenger,Action
"Crazy, Stupid, Love.",Comedy
One Day,Drama
"Guard, The",Comedy
Winnie the Pooh,Animation
"Woman, The",Horror
"New One-Armed Swordsman, The (Xin du bi dao)",Action
Mike's New Car,Animation
"Smurfs, The",Animation
Friends with Benefits,Comedy
Paper Birds (Pájaros de papel),Comedy
Blitz,Action
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae)",Crime
Our Idiot Brother,Comedy
SUBWAYStories: Tales from the Underground,Drama
Death Race 2,Action
Rise of the Planet of the Apes,Action
Terri,Comedy
"Change-Up, The",Comedy
"Help, The",Drama
30 Minutes or Less,Action
My Afternoons with Margueritte (La tête en friche),Comedy
Final Destination 5,Horror
"Very Harold & Kumar 3D Christmas, A",Comedy
Don't Be Afraid of the Dark,Horror
Fright Night,Comedy
Another Earth,Drama
Hesher,Drama
Stake Land,Horror
"Debt, The",Drama
Colombiana,Action
Bill Cunningham New York,Documentary
"Skin I Live In, The (La piel que habito)",Drama
Conan the Barbarian,Action
Walled In,Horror
Birdemic: Shock and Terror,Romance
"Inbetweeners Movie, The",Adventure
Red State,Action
Pearl Jam Twenty,Documentary
I Don't Know How She Does It,Comedy
Shark Night 3D,Horror
Contagion,Sci-Fi
Moneyball,Drama
Neds,Drama
Cold Fish (Tsumetai nettaigyo),Drama
Phineas and Ferb the Movie: Across the 2nd Dimension,Adventure
Northanger Abbey,Drama
"Avengers, The",Action
Tinker Tailor Soldier Spy,Drama
"Separation, A (Jodaeiye Nader az Simin)",Drama
"Dangerous Method, A",Drama
Warrior,Drama
"Ides of March, The",Drama
Kill List,Horror
Killer Elite,Action
Bellflower,Action
50/50,Comedy
Generation P,Comedy
The Artist,Comedy
Gigi,Comedy
BlinkyTM,Horror
Take Shelter,Drama
Three Outlaw Samurai (Sanbiki no samurai),Action
Antonio Gaudí,Documentary
Real Steel,Action
Footloose,Comedy
"Thing, The",Horror
Beautiful Boy,Drama
Tyrannosaur,Drama
Martha Marcy May Marlene,Drama
We Need to Talk About Kevin,Drama
Behind Enemy Lines II: Axis of Evil,Action
"Three Musketeers, The",Action
In Time,Crime
Margaret,Drama
Carnage,Comedy
Margin Call,Drama
Paranormal Activity 3,Horror
Puncture,Drama
Johnny English Reborn,Adventure
Abduction,Action
This Must Be the Place,Crime
Shame,Drama
What's Your Number?,Comedy
Headhunters (Hodejegerne),Action
Batman: Year One,Action
Miss Representation,Documentary
Puss in Boots,Adventure
Tower Heist,Action
J. Edgar,Drama
"Double, The",Action
"Adventures of Tintin, The",Action
Starsuckers,Documentary
Tomboy,Drama
George Harrison: Living in the Material World,Documentary
Hugo,Children
Immortals,Action
Jack and Jill,Comedy
Into the Abyss,Documentary
"Sign of Four, The",Adventure
"Descendants, The",Comedy
Like Crazy,Drama
"Muppets, The",Children
"Twilight Saga: Breaking Dawn - Part 1, The",Adventure
War Horse,Drama
"Rum Diary, The",Comedy
Lifted,Animation
Hipsters (Stilyagi),Drama
Another Cinderella Story,Children
Bunraku,Action
"Sitter, The",Comedy
Extremely Loud and Incredibly Close,Drama
Play the Game,Comedy
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens),Adventure
Asterix and the Vikings (Astérix et les Vikings),Adventure
Happy Feet Two,Animation
Arthur Christmas,Animation
Violet & Daisy,Action
Bullet to the Head,Action
"Expendables 2, The",Action
"Snowman, The",Animation
The Hunger Games,Action
"Dark Knight Rises, The",Action
"Bourne Legacy, The",Action
Sherlock Holmes: A Game of Shadows,Action
Coriolanus,Drama
Young Adult,Comedy
New Year's Eve,Comedy
Mission: Impossible - Ghost Protocol,Action
We Bought a Zoo,Comedy
"Girl with the Dragon Tattoo, The",Drama
"Darkest Hour, The",Action
Last Holiday,Comedy
Alvin and the Chipmunks: Chipwrecked,Animation
Salvation Boulevard,Comedy
Friends with Kids,Comedy
Girl Walks Into a Bar,Comedy
Contraband,Action
"Way South, The (De weg naar het zuiden)",Documentary
Being Elmo: A Puppeteer's Journey,Documentary
Joyful Noise,Comedy
"Iron Lady, The",Drama
Albatross,Drama
"Revenant, The",Comedy
Underworld: Awakening,Action
"Grey, The",Action
Man on a Ledge,Crime
Sacrifice (Zhao shi gu er),Drama
Haywire,Action
Contact High,Comedy
"Whistleblower, The",Drama
Einstein and Eddington,Drama
Apollo 18,Horror
Seeking Justice,Action
Red Tails,Action
"Flowers of War, The (Jin líng shí san chai)",Drama
Intouchables,Comedy
One for the Money,Action
"Innkeepers, The",Horror
Puss in Boots (Nagagutsu o haita neko),Adventure
Grave Encounters,Horror
Chronicle,Action
"Woman in Black, The",Drama
Woman in Love (Rubbeldiekatz),Comedy
"Art of Getting By, The",Drama
All Watched Over by Machines of Loving Grace,Documentary
Dylan Moran: Monster,Comedy
Safe House,Action
"Vow, The",Drama
Louis C.K.: Live at the Beacon Theater,Comedy
Pitfall (Otoshiana),Crime
Monsieur Lazhar,Children
"For a Good Time, Call...",Comedy
Janie Jones,Drama
Journey 2: The Mysterious Island,Action
Perfect Sense,Drama
Rollo and the Woods Sprite (Rölli ja metsänhenki),Children
"Atomic Brain, The",Horror
Ghost Rider: Spirit of Vengeance,Action
Prayers for Bobby,Drama
"Very Potter Musical, A",Comedy
"Very Potter Sequel, A",Comedy
Miss Nobody,Comedy
"Civil War, The",Documentary
Ro.Go.Pa.G.,Comedy
"Women on the 6th Floor, The (Les Femmes du 6ème Étage)",Comedy
Mega Shark vs. Crocosaurus,Action
Red Hill,Crime
Mickey's The Prince and the Pauper,Animation
Gone,Drama
Project X,Comedy
Dr. Seuss' The Lorax,Animation
"Big Year, The",Comedy
Act of Valor,Action
Trailer Park Boys,Comedy
This Means War,Action
John Carter,Action
Goon,Comedy
"Ledge, The",Drama
21 Jump Street,Action
"Jeff, Who Lives at Home",Comedy
Lockout,Action
"Snowtown (Snowtown Murders, The)",Crime
Space Battleship Yamato,Action
Jiro Dreams of Sushi,Documentary
Damsels in Distress,Comedy
Salmon Fishing in the Yemen,Comedy
Wrath of the Titans,Action
Detachment,Drama
Iron Sky,Action
Absentia,Horror
American Reunion (American Pie 4),Comedy
The Raid: Redemption,Action
"Cabin in the Woods, The",Comedy
God Bless America,Comedy
"Three Stooges, The",Comedy
"Raven, The",Mystery
North & South,Drama
"Big Bang, The",Action
Mirror Mirror,Adventure
Battleship,Action
"Best Exotic Marigold Hotel, The",Comedy
Comic-Con Episode IV: A Fan's Hope,Documentary
Bully,Documentary
Hysteria,Comedy
Dante's Inferno: An Animated Epic,Action
"Atomic Submarine, The",Sci-Fi
"Five-Year Engagement, The",Comedy
Think Like a Man,Comedy
"Lucky One, The",Drama
Safe,Action
Dark Shadows,Comedy
96 Minutes,Drama
"Decoy Bride, The",Comedy
Rocket Singh: Salesman of the Year,Comedy
"Dictator, The",Comedy
Walking with Monsters,Documentary
Men in Black III (M.III.B.) (M.I.B.³),Action
Snow White and the Huntsman,Action
Sound of My Voice,Drama
Eva,Drama
"Pirates! Band of Misfits, The",Adventure
Prometheus,Action
"Pact, The",Horror
Bernie,Comedy
Inhale,Drama
Take This Waltz,Drama
Wanderlust,Comedy
Moonrise Kingdom,Comedy
Get the Gringo,Action
Superman/Doomsday,Action
"Thousand Words, A",Comedy
Safety Not Guaranteed,Comedy
Madagascar 3: Europe's Most Wanted,Adventure
Your Sister's Sister,Comedy
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu),Action
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime),Action
Superman/Batman: Public Enemies,Action
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken),Action
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu),Action
Brave,Action
Beauty and the Beast: The Enchanted Christmas,Animation
Front of the Class,Drama
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen),Action
Pocahontas II: Journey to a New World,Adventure
What to Expect When You're Expecting,Comedy
To Rome with Love,Comedy
Abraham Lincoln: Vampire Hunter,Action
First Position,Documentary
Rock of Ages,Comedy
Seeking a Friend for the End of the World,Comedy
Presto,Animation
Jack-Jack Attack,Adventure
One Man Band,Animation
Ted,Comedy
Magic Mike,Drama
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi),Action
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô),Action
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin),Action
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen),Action
Cleanskin,Crime
"Amazing Spider-Man, The",Action
Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu),Action
Ice Age 4: Continental Drift,Adventure
Beasts of the Southern Wild,Drama
Savages,Crime
"Firm, The",Drama
Spirit Camp,Horror
Geri's Game,Animation
Some Guy Who Kills People,Comedy
Treasure Island,Adventure
"Watch, The",Comedy
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper",Children
2 Days in New York,Comedy
Killer Joe,Crime
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai),Action
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da),Action
Anaconda: The Offspring,Action
"Christmas Carol, A",Drama
Goodbye Charlie,Comedy
For the Birds,Animation
Ruby Sparks,Comedy
Total Recall,Action
"Angels' Share, The",Comedy
"Immature, The (Immaturi)",Comedy
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi),Action
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu),Action
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû),Action
Sidewalls (Medianeras),Drama
Skyfall,Action
Hands Over the City (Le mani sulla città),Drama
"Campaign, The",Comedy
Brake,Crime
Hope Springs,Comedy
"Queen of Versailles, The",Documentary
ParaNorman,Adventure
Diary of a Wimpy Kid: Dog Days,Children
Broken,Drama
6 Days to Air: The Making of South Park,Documentary
Premium Rush,Action
"Odd Life of Timothy Green, The",Comedy
Lawless,Crime
Piranha 3DD (a.k.a. Piranha DD),Comedy
Prime Suspect 3,Crime
Searching for Sugar Man,Documentary
Prime Suspect 6: The Last Witness,Drama
Prime Suspect: The Lost Child,Drama
Conception,Comedy
Paradise Lost 3: Purgatory,Documentary
"Words, The",Drama
Pitch Perfect,Comedy
Samsara,Documentary
Runaway Brain,Animation
Looper,Action
That's My Boy,Comedy
Robot & Frank,Comedy
Resident Evil: Retribution,Action
Lola Versus,Comedy
"Master, The",Drama
Dredd,Action
End of Watch,Crime
V/H/S,Horror
"Perks of Being a Wallflower, The",Drama
"Hunt, The (Jagten)",Drama
Holy Motors,Drama
Taken 2,Action
House at the End of the Street,Horror
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai),Comedy
Love Lasts Three Years (L'amour dure trois ans),Comedy
"Tall Man, The",Crime
LOL,Comedy
Rust and Bone (De rouille et d'os),Drama
Marley,Documentary
Frankenweenie,Animation
Sinister,Horror
"Thing: Terror Takes Shape, The",Documentary
Hotel Transylvania,Animation
Side by Side,Documentary
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori),Action
Argo,Drama
Seven Psychopaths,Comedy
Liberal Arts,Comedy
Catch .44,Action
[REC]³ 3 Génesis,Horror
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté),Adventure
Paranormal Activity 4,Horror
Alex Cross,Action
Cloud Atlas,Drama
'Hellboy': The Seeds of Creation,Action
Silent Hill: Revelation 3D,Horror
Here Comes the Boom,Action
Mental,Comedy
Killing Them Softly,Crime
"Imposter, The",Documentary
"Sessions, The (Surrogate, The)",Drama
Smashed,Comedy
Wreck-It Ralph,Animation
Silver Linings Playbook,Comedy
Flight,Drama
Anna Karenina,Drama
Life of Pi,Adventure
"Man with the Iron Fists, The",Action
"Bay, The",Horror
Himizu,Children
Jackass 3.5,Comedy
Indie Game: The Movie,Documentary
"Batman: The Dark Knight Returns, Part 1",Action
Lincoln,Drama
Nature Calls,Comedy
Vamps,Comedy
"Twilight Saga: Breaking Dawn - Part 2, The",Adventure
10 Years,Comedy
Red Dawn,Action
Rise of the Guardians,Adventure
"Fantastic Fear of Everything, A",Comedy
Deadfall,Crime
Byzantium,Drama
Paperman,Animation
"Fearless Hyena, The (Xiao quan guai zhao)",Action
Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan),Action
Hitchcock,Drama
From Up on Poppy Hill (Kokuriko-zaka kara),Animation
Redline,Action
Winners and Sinners (Qi mou miao ji: Wu fu xing),Action
My Lucky Stars (Fuk sing go jiu),Action
"Money Money Money (L'aventure, c'est l'aventure)",Adventure
"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A",Animation
"Hobbit: An Unexpected Journey, The",Adventure
Hyde Park on Hudson,Comedy
How to Make Love to a Woman,Comedy
Zero Dark Thirty,Action
Fire with Fire,Action
Warm Bodies,Comedy
Wrong,Comedy
Playing for Keeps,Comedy
"Guilt Trip, The",Comedy
Jack Reacher,Action
Django Unchained,Action
This Is 40,Drama
I Bought a Vampire Motorcycle,Comedy
Ice Cream Man,Comedy
"Impossible, The (Imposible, Lo)",Drama
"Misérables, Les",Drama
Campfire Tales,Horror
Parental Guidance,Comedy
John Dies at the End,Comedy
"Misérables, Les",Drama
Promised Land,Drama
English Vinglish,Comedy
Fish Story (Fisshu sutôrî),Comedy
Texas Chainsaw 3D,Horror
Gangster Squad,Action
"Iceman, The",Crime
It's Such a Beautiful Day,Animation
"Batman: The Dark Knight Returns, Part 2",Action
Everything or Nothing: The Untold Story of 007,Documentary
Codependent Lesbian Space Alien Seeks Same,Comedy
"Last Stand, The",Action
Upstream Color,Romance
Shadow Dancer,Crime
Human Planet,Documentary
Comme un chef,Comedy
Movie 43,Comedy
"Pervert's Guide to Ideology, The",Documentary
Sightseers,Comedy
Hansel & Gretel: Witch Hunters,Action
